smiles,electronic_energy,HOMO_LUMO_gap,dipole_moment,crystal_density,heat_of_formation
CC(C1=C(O)N=NN1)C1=C(NC(=O)O1)[N+]([O-])=O,-920.7073597,3.216955352,2.7562,1.696,-70.884
CC(=O)N(C=O)C1=C(ON=C1O)N=CNC=O,-904.7649758,4.402292648,6.1781,1.615,-142.987
NC1=C(NC(O)=C1)[N+]([O-])=O,-545.2656059,4.175892136,6.8679,1.754,-47.45
OC=C1C=NC(=O)C=C1[N+]([O-])=O,-641.3114025,3.288249744,4.4702,1.681,-49.222
CC1=NC(O)=C(N)C(=N1)[N+]([O-])=O,-638.7514374,3.826767308,5.4921,1.649,-45.025
CC1C(=O)NC(=O)OC2=C(ON=N2)N(C)C1=O,-904.7466458,5.136733732,1.9861,1.613,-129.467
CC1N(C(N)=O)C(=O)C2OC(=O)OC12C=O,-870.558993,5.675523412,1.9394,1.661,-259.028
NC1=CC(=C(O)C(N)=N1)[N+]([O-])=O,-638.7340923,3.433287572,5.6107,1.656,-35.626
NC1=C(C=C)N=C(N1O)[N+]([O-])=O,-638.6460144,3.340768132,6.2937,1.632,21.474
CC(=O)NCC1=NOC(=O)C2=NC(O)=C(O)N12,-904.7499011,4.377802208,3.4644,1.7,-139.627
CNC1=C(N=C(CO)O1)[N+]([O-])=O,-659.7841516,4.384877224,6.6738,1.564,-77.836
CCOC1=NOC(N2N=NC(O)=NC2=N)=C1O,-900.8434686,3.147837888,3.3049,1.651,-24.565
CC(O)C1=CC(=NO1)[N+]([O-])=O,-604.3780853,5.07904514,6.6315,1.558,-49.507
CC(NC(=N)C(O)=O)=NC1=NOC(C=O)=C1O,-904.7460599,4.264874068,3.6297,1.622,-131.129
CC(=O)CC(OC1=NC(=O)ON=C1O)C(N)=O,-925.8360603,4.976457408,8.3557,1.635,-205.621
CC(=O)N1N=C(OCC=O)C(=O)N=C1[N+]([O-])=O,-940.5377361,4.71168854,8.8979,1.663,-96.983
OC1=CN=NC(=C1)[N+]([O-])=O,-544.0063978,4.40555804,6.6176,1.722,3.565
OC1=C(NC2=C1N=CO2)[N+]([O-])=O,-657.3348927,4.513588092,5.664,1.836,-31.205
OC1=C2C(=O)CC2=C(N1)[N+]([O-])=O,-641.2812952,4.451273528,3.8523,1.7,-34.82
CC1=C(O)C(=C(N)O1)[N+]([O-])=O,-604.4451064,3.549208988,4.6548,1.637,-91.592
CC(O)C(N)(C(O)=O)C1=C(O)NC(=N1)[N+]([O-])=O,-943.0505487,3.949219508,2.1699,1.647,-178.069
CC1=C(OC(=N1)N(C=O)C1=CN=NO1)[N+]([O-])=O,-919.4428435,4.332358836,5.0175,1.662,-19.753
OC1=CC(=NN=C1C#N)[N+]([O-])=O,-636.2402089,4.27766352,4.1118,1.676,40.909
OC1=CC(=CN=NC1=O)[N+]([O-])=O,-657.2921093,3.1021224,1.5699,1.684,1.255
CC1=C(O)N(C2=NNN=N2)C(=N)C(=O)C(O)=N1,-879.7891799,2.873272844,4.4478,1.672,22.001
CC(=O)C1(N2N=NC(O)=N2)C(=N)OCOC1=N,-900.8685625,5.332929368,4.353,1.659,-41.372
CC(COC(=O)C(C=O)N1N=NN=N1)C(N)=O,-902.100776,5.055371048,3.3269,1.504,-75.793
CC1=C(O)OC(=O)OC(O)=C(N)C(=O)N1C=O,-945.7031703,4.925571716,5.2306,1.734,-245.157
[O-][N+](=O)C1=NN=CC2=CON=C12,-636.1866025,4.078474608,7.0693,1.752,77.758
CCN1N=C(OC1=O)[N+]([O-])=O,-620.465232,4.358481972,4.4668,1.574,-64.86
CC1=NC=NC(=O)C=NC(=O)OC=C1[N+]([O-])=O,-903.4100628,4.407462852,2.8225,1.602,-34.865
CC(=O)NN1N=CC=C1[N+]([O-])=O,-638.6767536,4.648013396,2.5641,1.544,4.745
CC12OCC(O)C(O1)(C(O)=O)C(=O)OCC2=O,-950.7484686,5.32939186,5.2266,1.689,-325.312
CC(COC1=NC=NO1)(C(O)=O)C(=N)OC=O,-925.8270274,6.253497796,2.7156,1.57,-191.559
ONC1=CC=CC(=N1)[N+]([O-])=O,-583.3174945,4.240655744,5.7771,1.611,0.54
[O-][N+](=O)C1=NC(=N)NC=C1C=O,-637.4918391,3.783228748,3.6172,1.626,4.107
[O-][N+](=O)C1=CN2N=COC2=N1,-598.138039,5.046119104,6.5746,1.805,31.448
CC1=C(N(O)N=N1)[N+]([O-])=O,-561.1958807,5.00965556,1.6769,1.635,41.46
CCON1N=CN=C1[N+]([O-])=O,-600.5279249,5.143264516,3.8078,1.496,27.916
CC(C=O)N1N=CC(=N1)[N+]([O-])=O,-638.6743172,5.048840264,2.5837,1.501,7.946
CC1=C(O)C(=O)C(=N)C(=NN1CC=O)[N+]([O-])=O,-904.5981076,3.586760996,5.3663,1.599,-38.746
CC(N)=NC1=NC(=O)ON=C1N=C1NN=CO1,-879.8089321,4.346236752,10.7996,1.739,0.781
CC1=NOC(=O)N1C(=O)C1OC(=O)C(=O)C1=O,-943.2645898,3.132871508,3.1841,1.736,-205.23
CCN1N=C(C(O)=C1O)[N+]([O-])=O,-659.7757449,3.814249972,5.3757,1.6,-70.062
CC1=NC(=C(O)N=C1N)[N+]([O-])=O,-638.7403193,4.495084204,8.7164,1.684,-40.395
OC1=CN=C(C(C=O)=C1)[N+]([O-])=O,-641.3231797,4.5919575,5.1288,1.663,-56.004
CC(=O)NC(=O)NC1=NNC(=O)C(=O)C=C1O,-904.7989719,4.196300836,10.8045,1.72,-170.085
CON1N=CC(=C1N)[N+]([O-])=O,-600.5426409,4.648557628,5.5807,1.592,13.77
[O-][N+](=O)C1=CN=C2C=NNN12,-578.2599718,4.514132324,2.667,1.683,87.977
CC1=NC(=CO1)N1N=C(O)C2=NON=C2C1=O,-882.3929308,3.41233464,4.4118,1.68,-9.809
CC1=NOC2=C1C(=N)OC(O2)C1=NON=C1O,-903.4304648,5.037411392,3.3489,1.684,-47.584
CNC1=C(N(C=O)C=N1)[N+]([O-])=O,-638.7294417,3.863502968,4.047,1.547,-25.349
CC(O)(CC(=O)N1N=NC(OC=O)=N1)C(O)=O,-941.8722664,4.424061928,5.4702,1.631,-187.74
CC1=NC(=CN1C(O)=O)[N+]([O-])=O,-658.6159442,4.972647784,6.3416,1.684,-88.459
CC1(OC(=O)OCC(=NO)C(=O)C1=O)C=O,-890.2708716,4.670599024,2.9115,1.659,-202.119
CCN1N=NC(=CC1=O)[N+]([O-])=O,-638.6710645,4.224056668,3.9492,1.509,11.792
CCN1NC(=O)N=C1[N+]([O-])=O,-600.5838771,3.758466192,6.5107,1.588,-13.371
CC(O)C(C(O)=O)C1=NC(=N)C(=O)N=C(O)O1,-925.8534566,4.803119516,8.0255,1.684,-211.91
CC1=NC(=N)OC(O)=NC(=N)N(C=O)C(O)=N1,-900.9332188,5.487763372,5.6747,1.674,-79.883
COC1=C(C(=N)N=CO1)[N+]([O-])=O,-658.5333412,4.684204824,7.9686,1.642,-36.637
OC(C=O)C1=CNN=C1[N+]([O-])=O,-658.5520054,4.763934812,4.5918,1.661,-47.857
CC1(CNC(=O)NC(=O)O1)C(O)=O,-719.1344323,6.791743244,6.5599,1.654,-238.867
CC(C(=O)OC1=NNC(=O)O1)C(=NO)C#N,-865.3924104,4.965844884,5.4053,1.643,-106.847
NC1=NN2CC(O)C2=C1[N+]([O-])=O,-638.6537634,4.137251664,3.2974,1.62,12.449
CC1NC(=NC1C=O)N1C(=O)OC(=N)OC1=O,-904.7897416,5.459735424,1.3774,1.607,-161.398
CC(NC(=O)C=O)C(OC(=O)C(O)=O)C#N,-870.5095166,4.762846348,2.6842,1.538,-227.503
CN1N=C(C(C)=O)C(=N1)[N+]([O-])=O,-638.6839389,4.822983984,7.0062,1.529,0.635
[O-][N+](=O)C1=C(N=NN1)C1CCO1,-638.6377268,3.899966512,1.8396,1.574,27.363
NC1=CN=NC(CO)=C1[N+]([O-])=O,-638.6852817,3.687988148,5.3491,1.657,-3.03
[O-][N+](=O)C1=NC=NC(CC=O)=N1,-637.4914441,4.355488696,3.0087,1.572,3.076
CC(O)C(=NO)C1(OC(=N)OC1C(O)=O)C=O,-946.859173,5.610759804,5.2824,1.625,-229.422
CC1(C)OC2=NOC(=O)N2C(=O)C(=O)C(=O)O1,-944.4675842,4.557398768,6.5694,1.705,-213.197
CC(=N)OC(=O)C1=NC2=C(N1)OC(=O)OC=N2,-903.5721629,4.818085896,1.156,1.672,-137.789
[O-][N+](=O)C1=COC2=C1OC=N2,-601.9609739,4.326372284,2.5055,1.741,-19.24
[O-][N+](=O)C1=CNC(O1)=NC=O,-619.2559315,4.105414092,3.354,1.716,-51.749
OCC=NN1N=CC=C1[N+]([O-])=O,-638.6396774,4.478757244,4.771,1.527,29.367
CC1=NOC(OCC(=O)C2=C(CO)ON=N2)=N1,-904.685633,4.888019708,2.9795,1.563,-91.047
NC1=C(N=CN1C=N)[N+]([O-])=O,-579.5304147,4.415354216,7.8089,1.679,30.024
CC1=NC(O)=NN(CC2=NON=N2)C(=O)C1=N,-879.7431922,3.927450228,3.4623,1.571,52.863
CC(C1=COC(=N)O1)C1=C(O)NN=C1[N+]([O-])=O,-904.646375,4.31167802,3.5893,1.641,-67.173
[O-][N+](=O)C1=NN2C(=C)OCC2=N1,-637.451232,4.370727192,5.8068,1.655,27.289
NN1C(O)=CC=C(C1=N)[N+]([O-])=O,-638.6990275,3.753023872,5.7534,1.651,-7.622
CC(=O)N1C(=O)NN=C1OC1=C(O)C(O)=CO1,-924.6139469,4.379162788,3.1521,1.699,-174.771
[O-][N+](=O)C1=NN(CC=C)OC1=N,-638.5947822,4.048541848,6.7937,1.517,57.477
[O-][N+](=O)C1=CC=NN1NC=N,-579.4627992,4.694001,3.8234,1.573,75.975
CC(N1N=C(OC1=N)C1=NC(O)=NN1)C(O)=O,-900.9513906,4.43413022,4.7993,1.689,-97.393
OC1=C(N=NC(=O)C=C1)[N+]([O-])=O,-657.2952317,3.311107488,5.0585,1.703,-1.156
CC1(COC(=O)NC(=N)O1)C(=O)N(C=O)C=O,-925.8732317,4.845841728,3.7278,1.615,-223.496
CC1=C(O)C(=N)N2C(=O)NN=NC2=C1[N+]([O-])=O,-899.6096549,3.204982248,2.8496,1.688,6.578
CC1(CC2=C(ON=N2)OC1=O)N=C1NN=NO1,-899.6365619,4.59059692,4.9935,1.642,-16.371
CC(O)(CCC(=O)C1=C(ON=N1)[N+]([O-])=O)C=O,-925.7015582,4.310589556,5.3225,1.514,-121.49
CC(OC=O)C(C=O)C(=O)NC1=NOC(O)=N1,-925.8377828,5.784914044,0.7453,1.608,-201.903
CC12OC(=N)OC11C(OC(=N)NC1=N)C(=O)O2,-904.780249,6.115534984,2.4874,1.687,-158.135
CC1=C2ON=NC(=O)C2=C(OC(N)=N)C(=O)O1,-903.4761953,3.003344292,2.6259,1.663,-79.323
NN1C(OC=O)=CC=C1[N+]([O-])=O,-658.5448596,4.434946568,4.212,1.639,-40.452
CC1=NC(O)=NC(O)=NC(O)=NC(O)=C1C=O,-904.790391,4.564473784,3.3563,1.738,-157.166
CCC(=O)N1C(=O)N=C(N)C(=O)C(O)=NC1=O,-904.7949025,3.516555068,5.4664,1.682,-167.463
CC1=NC(O)=NN1C1=C(O)C(O)=C(N1)C(O)=O,-904.8050651,4.543248736,1.4877,1.662,-166.609
CC1=C(N)C(=NN1C=O)[N+]([O-])=O,-638.7110605,3.538324348,4.2148,1.559,-15.792
CC(=O)C(OC(=O)COC=O)C(N)=O,-778.2902604,6.202067872,2.7676,1.523,-271.847
CC1(CO1)C1=NNC(=N1)[N+]([O-])=O,-638.6667016,4.369094496,3.6698,1.57,7.366
CN1C=C(OC1=NN=C)[N+]([O-])=O,-638.6405815,3.492336744,6.4055,1.547,28.066
OC1=CC=C(N=N1)[N+]([O-])=O,-544.0195996,4.702980828,5.1642,1.679,-2.8
CC1=CON=C1OC(=O)NC1=NOC=N1,-790.1784867,6.07362912,3.4458,1.62,-62.544
CCOC(=O)NC1=NNC(=N1)C(=O)C(=O)C=O,-904.7711869,3.780507588,3.9315,1.57,-150.949
CC(=N)OC1=CNN=C1[N+]([O-])=O,-638.682547,5.042037364,5.7617,1.605,-0.431
CC(=O)N1C=NC(OC2=NC(C#N)=C(O)O2)=N1,-882.4556501,4.585698832,7.3424,1.674,-59.652
CN1C(N)=NC=C(C1=O)[N+]([O-])=O,-638.7459997,4.702436596,9.5391,1.714,-43.258
COC1=CN(O)C(=C1)[N+]([O-])=O,-604.3594331,3.681457364,3.9434,1.552,-32.156
CC1(OC(C#N)C1=NO)C1=NOC(=O)N=N1,-844.1550187,3.36879608,2.6952,1.621,53.402
CC(=O)C1=NC(=O)N=C(OC(=O)C#N)OC1=N,-902.2942168,4.291541436,1.8068,1.62,-87.387
CC1=NC(N)=NC(=O)N=C2OC(OC(O)=N2)=N1,-899.7324285,4.802303168,5.4465,1.766,-80.487
CCN=C1NC(=O)C(OC(N)=O)=C2ON=NN12,-900.8980481,4.218886464,1.6164,1.633,-64.186
OC1=CN(NC=N)C(=C1)[N+]([O-])=O,-638.6568393,3.579141748,4.8687,1.618,15.364
CCN=C1OC(O)=NN1C1=C2N=NOC2=NN1,-879.7514615,4.42732732,7.5087,1.662,44.422
CC(=O)N(C1=NOC(=N)O1)C1=NC(=O)NN=N1,-915.6951036,3.863230852,2.9796,1.71,-16.939
CC1=C(O)N=CN=C1[N+]([O-])=O,-583.3788662,5.030880608,4.5231,1.585,-34.813
ONC1=CN=CC(=N1)[N+]([O-])=O,-599.3434424,4.217253768,5.098,1.669,19.919
CCC(=O)OC1=NON=C(OC(=O)C=O)C1=O,-944.3948894,4.706790452,3.0651,1.599,-167.851
NC(=N)C1=C(C(N)=CO1)[N+]([O-])=O,-638.7009311,3.261854492,4.0968,1.619,-12.109
CC(O)(CN1C=NN=N1)C(=O)C(=O)C(O)=O,-866.6205407,4.071399592,4.0788,1.612,-128.608
COC1=C(N)N=NC=C1[N+]([O-])=O,-638.6722696,3.871122216,4.5067,1.573,8.914
CC(N1N=C(C#N)C(=O)N=C1O)C(O)=O,-790.2354446,4.745430924,9.3377,1.673,-107.388
CC1OC(OC1=O)(C=O)C1=C(O)ON=C1O,-890.3119568,5.622460792,3.1014,1.709,-231.298
CC1OC(C2=CON=N2)C(O)(C(O)=O)C(=N)O1,-925.8006104,5.874168092,4.6301,1.614,-175.992
[O-][N+](=O)C1=CN=CC2=C1N=NO2,-636.2298849,4.630870088,3.3636,1.697,54.053
NC1=NC=C(C=C1O)[N+]([O-])=O,-583.3788196,4.25589424,6.2231,1.642,-38.205
O=C1N=C(OC2=NON=C12)C#C,-618.9677667,4.64229896,4.8888,1.706,56.518
ON1C=NC(CC=O)=C1[N+]([O-])=O,-658.5182572,4.23684612,2.7444,1.604,-23.268
[O-][N+](=O)C1=CN=C(N1)OCC=N,-638.6956983,4.470321648,3.0461,1.551,-7.657
ON=C1ONC(=C1C#C)[N+]([O-])=O,-657.1697736,2.813951556,2.5697,1.65,71.326
ON1C2=C(NC=C2)N=C1[N+]([O-])=O,-637.4331822,3.68172948,5.9299,1.741,39.63
[O-][N+](=O)C1=NC(CNC=O)=CO1,-658.5710117,4.5715488,4.6284,1.609,-60.235
CC1OC1C1=NOC(=N1)[N+]([O-])=O,-658.4899841,4.541888156,3.972,1.56,-9.336
CC1=CN=C(O)OC(=C(OC=O)N=C1)[N+]([O-])=O,-924.4644008,4.094529452,8.1821,1.676,-82.771
CCN1OC(=N)N=C1[N+]([O-])=O,-600.5385393,3.332332536,3.1212,1.532,17.651
OC1C(O)C2=C1NN=C2[N+]([O-])=O,-658.4901271,5.2110214,3.6424,1.705,-14.743
CC(NC1=C(ON=C1C(=O)C#N)[N+]([O-])=O)C#N,-882.2913133,3.652340952,4.5673,1.573,42.028
CC1=C2OC(=N)OCOC(=N)C(=O)N2C(=N)O1,-904.7329309,4.285282768,4.6497,1.636,-118.513
CN1NC(=O)C(=C1O)[N+]([O-])=O,-620.4704918,4.649918208,7.3535,1.722,-71.308
CC(N1C=NN=N1)C1=C(ON=NC1=N)[N+]([O-])=O,-895.7527657,4.557126652,4.0113,1.527,70.9
CC12OC(=O)OC1(C(OC2=O)C(O)=O)C(N)=O,-965.6603678,6.860316476,6.2756,1.772,-355.425
CC(O)CC1=NOC(=N1)[N+]([O-])=O,-659.7374445,4.287459696,3.4182,1.503,-45.762
ONC=C1NC(=O)C(=C1)[N+]([O-])=O,-658.5164348,3.471928044,9.77,1.755,-35.012
[O-][N+](=O)C1=NC(=O)NC=N1,-560.0934844,5.027615216,6.6926,1.761,-16.266
CC1=NOC2=NNC(=C12)[N+]([O-])=O,-637.4325362,4.255622124,0.8539,1.627,43.465
NNC(=O)C1=COC(=C1)[N+]([O-])=O,-658.5464312,4.667605748,3.2991,1.616,-45.176
OC1=C2NN=CN2C(=C1)[N+]([O-])=O,-637.4641147,3.798467244,5.9377,1.8,15.883
[O-][N+](=O)C1=CN(OC=O)C=N1,-619.2044748,5.377828508,7.3443,1.736,-22.699
CC(C)N1OC(=O)N=C1[N+]([O-])=O,-659.7478652,3.920103096,5.729,1.527,-51.927
CC1(NC(=O)OC1(OC=O)C(N)=O)C(O)C#N,-925.880485,6.69677476,2.1041,1.651,-236.514
NC1=C(C(C=NO)=CO1)[N+]([O-])=O,-658.5232517,3.95384548,4.956,1.694,-31.08
[O-][N+](=O)C1=NC(C=CC=O)=CO1,-641.286973,4.09670638,2.1903,1.571,-31.734
CC(=N)OC(=O)N1C(=O)OC(C=O)=C1C(O)=O,-944.5377974,4.429504248,3.7638,1.684,-258.654
CC(O)C(=O)N1N=CC(OC(=N)NC(N)=O)=N1,-902.1660826,5.38381506,5.7409,1.61,-117.748
CC1OC(=O)OC(=N)C(=O)NC2=C1ON=C2N,-904.7429988,5.263539788,3.1359,1.64,-128.763
CC(=O)C1=NC(OC(=O)C(O)=O)=CN1C(N)=N,-904.8083891,4.622978724,4.7969,1.606,-170.447
CC1=NC(O)=NC(=O)NC2=NOC(=NN2)C1=O,-899.6152265,3.315189228,2.631,1.707,1.123
CC(=NO)C1OC1C(=O)C(=NO)C1=CN=NO1,-904.5535799,4.786248324,3.7353,1.561,-12.91
CN1C(=NN=C1[N+]([O-])=O)C1CO1,-638.6444616,4.898088,5.5244,1.558,22.575
CC(=N)N1NC(=CC1=O)[N+]([O-])=O,-638.6916232,3.376687444,3.4064,1.547,-2.301
CC(=C)C1=NON=C1[N+]([O-])=O,-583.2528587,4.45726008,3.3478,1.478,50.369
OC1=C(C#N)C(=NN1)[N+]([O-])=O,-598.1557955,4.790330064,6.675,1.725,17.53
CC(=O)C(O)COC(=O)C1=NNC(=N)C(=O)O1,-925.8364599,4.80556856,2.5034,1.576,-201.052
CCN(C1=NOC(=O)O1)C1=C(OC=C1)[N+]([O-])=O,-924.4887486,4.098611192,9.1228,1.647,-98.356
CC(CNC(=O)C(N1N=NN=N1)C(O)=O)C=O,-902.1095518,5.606678064,6.498,1.553,-79.848
CC(O)(C(O)C1(O)COC2=NON=C12)C(O)=O,-946.8387075,5.837976664,4.2843,1.655,-212.15
CC1=C(N=NO1)C(OC(=O)C(O)=O)(C#N)C#N,-902.2601106,5.455109452,4.8315,1.625,-66.273
CNC1=COC(=C1O)[N+]([O-])=O,-604.4131211,3.749486364,5.8486,1.581,-70.003
[O-][N+](=O)C1=C2CCON2N=N1,-599.2873412,5.473069108,7.0413,1.691,54.28
[O-][N+](=O)C1=CC(=N)N=COC1=N,-637.4466199,4.811555112,4.828,1.607,33.213
CC1OC2C(NC(=O)O1)C(=N)OC1=NON=C21,-904.7018299,5.428442084,2.0919,1.67,-105.318
NN1C=C(O)C(=C1N)[N+]([O-])=O,-600.5898989,3.704315108,7.0463,1.693,-19.345
CC(=O)N1N=CN=C1[N+]([O-])=O,-599.3835208,5.3402765,4.8128,1.581,-0.985
CC1=C(O)N=C2OC(N=COC=O)=NN12,-790.196958,3.153008092,2.1532,1.592,-73.3
NN=C1ON=C(C=C1)[N+]([O-])=O,-599.2922015,2.940485496,4.1541,1.613,55.224
[O-][N+](=O)C1=COC(=O)C(=N)N=C1,-657.3242116,4.684749056,0.8335,1.671,-19.698
NC1=NC(CO)=CC(=N1)[N+]([O-])=O,-638.7350029,4.132625692,3.5234,1.592,-35.369
ON=C1C=CN=C(C=N1)[N+]([O-])=O,-637.3952006,2.698574372,1.8575,1.591,67.93
CCOC1=C(NC(=N1)C1=NC(O)=NO1)OC=O,-904.7500429,4.065140924,2.4212,1.594,-131.574
[O-][N+](=O)C1=CC2=NN=CCN2O1,-637.3703902,3.060760768,2.8325,1.645,77.677
CC1=NC2=C(OC(=O)OC(O1)C#N)C(O)=NN2,-903.5059518,4.85999176,4.5938,1.661,-101.021
CC(=N)OC1=NC(O)=NC=C(N=CO1)[N+]([O-])=O,-920.6763226,4.43276964,4.6844,1.65,-50.925
CNC1=CC(=C(O)N1O)[N+]([O-])=O,-659.7312516,3.614244712,6.6478,1.656,-44.93
[O-][N+](=O)C1=C(C=O)C(C=C)=NO1,-641.2460309,3.881190508,2.2466,1.552,-1.585
COC1=C(O)NC=C1[N+]([O-])=O,-604.4102721,3.911123268,5.275,1.656,-70.044
CC(=N)OC1=C(C(O)C(O)=O)C(O)=NOC1=N,-925.8058076,4.455083152,4.5754,1.647,-178.781
NC(CO)C1=CN=C(O1)[N+]([O-])=O,-659.7599428,4.612094084,5.6325,1.569,-62.216
CC(=O)C1=C(NC(=O)O1)C1=C(O)N=NOC1=O,-923.3861807,3.062393464,3.9762,1.768,-153.3
CC(=O)OC1=C(NC2=CC(=O)N=NO2)OC=N1,-903.5895845,4.671415372,4.0684,1.529,-159.725
CC(O)(C(O)C(=O)C(O)=O)C1=CN(C=O)N=N1,-925.8274893,4.45453892,1.8608,1.579,-192.824
CN1NC(=CC1=NN)[N+]([O-])=O,-580.6602268,2.72660232,4.5245,1.492,72.725
[O-][N+](=O)C1=COC=C1ONC=N,-658.478528,4.16881712,3.0492,1.611,0.741
CC(=N)OC(=O)NC1=NC(=O)N=C2NN=NN12,-895.8908992,4.87903988,3.7962,1.746,-14.151
CNN1OC(=CC1=O)[N+]([O-])=O,-620.4045706,2.580476028,10.1239,1.673,-35.513
CC1(NC(=O)NC1=N)C(=O)C(=NO)C(O)=O,-866.6587338,4.937272704,5.8891,1.67,-157.051
CCOC1=C(NC2=NNC(=O)O2)OC(C=O)=N1,-904.7528713,3.786766256,4.0339,1.607,-138.962
CC(=C)N1OC(=NC1=O)[N+]([O-])=O,-658.5065257,3.254235244,4.0739,1.573,-15.914
CC1=NN2C(=O)NC3=C2C(=NOC3=O)N=C1O,-882.4407405,3.774521036,4.0619,1.739,-43.699
[O-][N+](=O)C1=C2C=NN=NC2=CN1,-616.3624622,3.861053924,5.0574,1.715,96.123
ONC=C1NC(=O)C=C1[N+]([O-])=O,-658.5184355,2.60006838,5.3039,1.716,-32.541
CC1=C(ON=C1C=NN)[N+]([O-])=O,-638.6314223,3.917926168,6.7499,1.549,33.714
CCOC1=C(C=NO1)[N+]([O-])=O,-604.3834048,5.222450272,4.5292,1.513,-48.434
CC#CC1=C(O)OC(=N1)[N+]([O-])=O,-641.2512634,3.675470812,5.8791,1.635,-19.894
ONC1=CC=C(NC1=O)[N+]([O-])=O,-658.5524143,3.305665168,4.9109,1.674,-48.904
CC(=O)OCC1=NC(C(=O)O1)C1=NOC(O)=N1,-924.6354605,6.598268768,4.6603,1.643,-195.021
NC1=C(C=C)N=C(O1)[N+]([O-])=O,-583.3283285,3.538324348,7.2757,1.631,-8.902
[O-][N+](=O)C1=COC2=NCCN12,-583.3150251,3.287705512,1.0412,1.581,2.607
COC1=NC(=N)C=C(O1)[N+]([O-])=O,-658.5531243,4.11983624,4.7318,1.593,-46.059
[O-][N+](=O)C1=NC(OCC#C)=NO1,-657.2268559,4.330181908,3.759,1.601,35.881
OCC1=CC(O)=C(N=N1)[N+]([O-])=O,-658.5505176,4.13888436,3.7606,1.638,-44.971
[O-][N+](=O)C1=C2C=NC=NN2N=C1,-616.3841595,4.578895932,2.2865,1.624,87.094
[O-][N+](=O)C1=CNN(C=O)C1=O,-619.2471192,4.710872192,5.5719,1.78,-50.36
[O-][N+](=O)C1=CC=NN=C1OC=N,-637.4483152,4.045548572,3.2582,1.593,34.024
CC=NNC1=NOC(=C1)[N+]([O-])=O,-638.6245444,3.590842736,6.7616,1.507,38.142
COC1=NN=CC(=C1O)[N+]([O-])=O,-658.5416018,4.2586154,5.2182,1.634,-37.533
CC1(C(O)C(=N)OC1=O)C1=NNC(=O)C(=O)O1,-924.6386949,5.153060692,4.9949,1.694,-197.318
NC(C=N)C1=C(OC=N1)[N+]([O-])=O,-638.6746999,4.486920724,3.5642,1.54,5.497
CNC1=C(NN=C1N)[N+]([O-])=O,-580.7312715,3.436280848,4.03,1.534,24.667
CC1=C(O)OC(OC(=O)C(O)C(=O)C(O)=O)=C1,-949.5332826,2.477071948,0.6547,1.627,-306.888
CN1C(=N)OC(=C1C=O)[N+]([O-])=O,-658.5534228,3.047427084,2.4967,1.592,-44.278
CC1=NC(=O)N=C(C=N1)[N+]([O-])=O,-637.4650339,3.799555708,4.2157,1.591,19.168
CC(=O)C(O)(C=O)C1=NC(=O)N=CN=N1,-790.1179414,3.170967748,2.709,1.605,-30.021
[O-][N+](=O)C1=C(ON=N1)C1CCN1,-638.6129454,4.211811448,4.7913,1.533,44.417
[O-][N+](=O)C1=NN(N=C)N=C1C#C,-616.2740409,4.689647144,5.4829,1.571,148.506
CC(=O)NC1=NC(=CN1)[N+]([O-])=O,-638.7564372,4.668422096,6.8646,1.613,-48.532
[O-][N+](=O)C1=CN2OC(=N)NC2=C1,-637.4299226,4.235757656,4.6418,1.713,40.314
CC1OC(=O)OC(=N)C1(OC=O)C(N)C(O)=O,-946.9648523,6.376494228,6.4503,1.66,-291.034
CC(=O)NC(=O)OC=NC1=C(O)C=C(O)O1,-870.5164085,4.14840842,0.0603,1.598,-227.945
[O-][N+](=O)C1=CON=C1NN=C,-599.2952433,4.435762916,2.9001,1.604,53.267
CC(=O)C1OCOC1(C1OCOC1=O)C(O)=O,-950.7563292,5.86273922,2.5701,1.636,-328.19
[O-][N+](=O)C1=CC2=C(N1)OC(=N)N2,-637.4815694,3.609346624,3.5395,1.73,7.61
CC1=NC2C(=O)OC(O1)(C=O)C2(O)C(N)=O,-870.5079988,5.354154416,4.1153,1.678,-225.867
OCC1=NC(C#C)=C(O1)[N+]([O-])=O,-641.2374552,4.368550264,2.6546,1.581,-9.595
CC1=C(N(N)C(=O)N1)[N+]([O-])=O,-600.6037698,3.74703732,4.1091,1.61,-25.022
CC(=O)NC1=C(C2=C(N=NO2)N1C=O)[N+]([O-])=O,-919.4507696,4.07901884,6.6115,1.714,-27.115
CCON1NC(=CC1=O)[N+]([O-])=O,-659.6971388,3.357639324,3.5605,1.536,-20.35
[O-][N+](=O)C1=NOC(=O)C(=N1)C#C,-656.0115455,3.946226232,4.404,1.701,53.15
CC1=NC(=NO1)N1C(=O)N(C=O)N=C(O)C1=N,-899.7086818,4.890740868,7.1905,1.683,-57.217
[O-][N+](=O)C1=C(C=NN1)C(=O)C=O,-657.3304805,3.866224128,1.9908,1.658,-23.115
CCON1C=C(N=N1)[N+]([O-])=O,-600.5099899,5.601779976,6.8964,1.516,36.094
[O-][N+](=O)C1=NC2=C(NC(=O)C2)O1,-657.3470118,3.975070528,4.1542,1.758,-40.283
CC(=N)NC1=C(ON=C1)[N+]([O-])=O,-638.6681979,3.877653,6.1564,1.543,11.614
ON1C(=CC(O)=C1C#C)[N+]([O-])=O,-641.1991375,3.480091524,4.4907,1.623,17.772
CC1(OC(=N)C(CCO)OC(=O)O1)C(O)=O,-892.7959631,6.210231352,3.8396,1.605,-297.445
