smiles,electronic_energy,HOMO_LUMO_gap,dipole_moment,crystal_density,heat_of_formation
CC1=NN=C(N=C1[N+]([O-])=O)C#N,-616.3649547,4.029765844,4.0475,1.561,93.153
CC(=O)C1=NC2=C(O1)OC(=O)C1=C(O2)C=NO1,-906.1048314,4.091808292,4.6619,1.713,-126.265
[O-][N+](=O)C1=CN=C(N1)OCC=O,-658.5661463,4.45998124,4.511,1.613,-57.575
CC1=NOC(=O)C2=C(C(=O)C(O)=CN12)[N+]([O-])=O,-923.2880305,3.945409884,8.5878,1.748,-91.492
CC1=C(ON=C1C(=O)COC(=O)C#N)[N+]([O-])=O,-923.2658513,4.833324392,1.752,1.617,-78.87
CC(=O)ON1C=NC(=C1)[N+]([O-])=O,-658.5363478,5.33211302,8.6122,1.631,-38.677
NCC1=NOC(=C1O)[N+]([O-])=O,-620.4176812,4.584882484,8.5859,1.698,-38.374
CC1=NOC(O)=NC1=NC1=NOC(N)=N1,-786.3447884,4.257526936,3.6713,1.667,-5.324
OC1=C(C(=N)N(O1)C=C)[N+]([O-])=O,-658.5062466,3.724179576,2.5439,1.613,-14.154
CC(=O)C1=C(C(N)=NC(=NC1=O)C#N)[N+]([O-])=O,-882.3528479,3.87221068,3.8183,1.633,4.156
OC1=C(NC2=C1ON=C2)[N+]([O-])=O,-657.3100666,3.903776136,3.2444,1.765,-10.587
[O-][N+](=O)C1=NC(=NN1N=C)C#C,-616.2859377,4.449368716,4.788,1.557,141.398
CC1=C(O)N=C(O1)N=C(N)N1N=NC(=N)N=N1,-875.9272073,2.735310032,3.268,1.622,97.77
[O-][N+](=O)C1=C2OC=CCN2N=N1,-637.4355149,5.08312688,8.2553,1.672,38.341
[O-][N+](=O)C1=NC(=NNC1=O)C#C,-636.1906855,4.02459564,4.9311,1.665,67.621
OCCC1=C(NNC1=O)[N+]([O-])=O,-659.7645409,3.4898877,1.6855,1.613,-64.775
CC1=C(C(O)=O)C(=NO1)N1N=NC(=N)OC1=O,-919.5358925,5.0137373,3.3232,1.694,-78.245
COC1=C(C=C(O)N1)[N+]([O-])=O,-604.415707,4.036568744,5.457,1.672,-74.404
NN1N=CC=C(C1=N)[N+]([O-])=O,-579.4555884,3.568529224,6.4388,1.627,79.885
CC1=NC(=C(O1)C=O)[N+]([O-])=O,-603.2136574,4.33752904,3.8213,1.584,-60.263
NC1=NC=C(C=C1NO)[N+]([O-])=O,-638.6813462,4.089087132,6.8557,1.657,-2.574
NC1=NC(=C(N1)OC=C)[N+]([O-])=O,-638.6863679,4.221607624,7.3643,1.676,-6.509
CC(COC(=O)CO)OC(=O)CN1N=NN=N1,-923.1855334,5.694299416,7.513,1.528,-134.894
CC1(OC(=O)NC(=O)N(C=N)C1=O)C#N,-790.2422886,5.963966372,3.5875,1.588,-109.85
CC1=C(O)C(=O)C=C(O1)C(=O)NC(=O)C(O)=O,-928.5086179,3.963641656,2.7727,1.644,-279.303
NC1=NC(OC=C)=C(O1)[N+]([O-])=O,-658.5477812,4.365829104,7.3173,1.728,-50.288
[O-][N+](=O)C1=NC2=C(OC(=C)C2)O1,-641.2578383,3.904592484,6.605,1.635,-15.212
CC1(OC2=NC(N)=NN2C1=O)C1=NNC(=O)O1,-899.7393702,5.115508684,2.4214,1.717,-83.93
CC(C#N)(C#N)C1=NON=C1OC(=O)C(N)=O,-882.383644,5.175918436,1.7614,1.598,-17.027
CC(=O)OC(C(N)=N)C(=O)C(=NO)C(O)=O,-887.7227056,4.923666904,8.7661,1.676,-208.113
CC(=O)ON1N=CC=C1[N+]([O-])=O,-658.515417,5.018907504,2.1987,1.564,-20.01
CNC1=NC(=NN1C)[N+]([O-])=O,-580.7342963,4.571820916,8.659,1.543,21.097
CC(=O)NC1=NC(N)=C(O)OC=C(O)OC1=O,-925.8201737,4.038745672,7.1072,1.643,-187.864
CONC1=NOC=C1[N+]([O-])=O,-620.3551316,4.482294752,1.5388,1.591,4.656
[O-][N+](=O)C1=C2C=NNN2C=N1,-578.2549585,4.453450456,6.6937,1.765,86.884
CC(N)C(=O)N1N=C(O)C(=O)N2C(=O)OC=C12,-904.7744141,3.646082284,2.5325,1.647,-148.374
CC12OC(C(O)C1C(O)C(O)=O)C(=O)C(=O)O2,-950.7638726,4.750329012,6.8052,1.729,-342.07
CCN1C(O)=NN2C(=O)C(=O)OC2=C1C(N)=O,-904.7779823,3.234370776,4.4685,1.693,-153.599
[O-][N+](=O)C1=NC(=N)N(O1)C1CC1,-638.6061149,3.644721704,3.3474,1.521,46.886
NC(=N)C1=C(C(O)=CO1)[N+]([O-])=O,-658.5637574,3.249337156,1.4445,1.646,-52.153
CN1C=C(N=N1)[N+]([O-])=O,-486.0366584,5.63824352,6.9745,1.569,42.073
[O-][N+](=O)C1=NN2N=CC(=C)C2=N1,-616.3474778,4.389775312,8.5766,1.657,105.632
ON1C=CC2=C1C=C(O2)[N+]([O-])=O,-641.2311947,3.93479736,7.1435,1.745,-1.342
CC(=N)OC1OC(=O)OC(C)(OC1=O)C(N)=O,-946.9577934,6.390916376,4.0094,1.612,-290.062
COC1=C(CN)ON=C1[N+]([O-])=O,-659.7082788,4.609917156,6.2691,1.535,-26.687
CC(=O)C1=NOC(=O)N1C(=O)C1CNC(=N)O1,-904.7524976,3.924729068,4.0787,1.596,-137.059
CC1=CN(C=NC(=O)OC(=N)OC1=O)C(N)=O,-904.7824915,4.763118464,5.4011,1.653,-153.909
CC(N)C12OC(=O)C(CO)(OC1=O)OC(=N)O2,-946.9159019,5.221633924,1.8068,1.641,-265.402
CC1(OC=N)OC2=C(ON=C2NC1=N)C(O)=O,-904.7244918,4.94979004,2.6439,1.62,-117.501
CC(=O)OC1=NNC(N(C=N)C=O)=C1C(O)=O,-904.8048894,5.629807924,1.2076,1.613,-166.226
NCC1=C(OC=C1O)[N+]([O-])=O,-604.4151553,3.975886876,5.1914,1.638,-71.515
OC1=CC(=C(O)N=N1)[N+]([O-])=O,-619.2417875,4.00962926,2.9756,1.737,-43.072
COC1=C(C)N=C(N1O)[N+]([O-])=O,-659.7222744,3.953029132,5.0994,1.54,-32.4
CC(O)COC(=N)N1N=NC(=O)N=C1[N+]([O-])=O,-937.8838593,3.770983528,3.6251,1.612,-30.444
CC(=O)C1=C(O)C2=C(OC(=O)OC=N2)C(=O)O1,-927.240053,3.490704048,8.2014,1.788,-227.081
CC1OC(=O)OC(C(O)C(=O)CO)C(=O)O1,-912.6557498,5.98519142,1.1366,1.613,-341.974
OC=C1NC(=O)C=C1[N+]([O-])=O,-603.2179014,3.060216536,5.177,1.726,-70.518
[O-][N+](=O)C1=NC2=C(N1)OCCN2,-638.7020655,3.4558732,7.8594,1.664,-15.652
OCCNC1=C(ON=C1)[N+]([O-])=O,-659.7277818,3.908129992,7.651,1.578,-43.187
CC(C)OC1=NOC(=N1)[N+]([O-])=O,-659.7384679,4.366645452,4.3075,1.475,-42.172
CC1OC2=C(O1)C(=NO2)C1=C(O)N=NO1,-809.9452808,4.090991944,6.4283,1.7,-46.015
[O-][N+](=O)C1=CC=NNC(=O)C1=N,-637.447785,4.156027668,4.5943,1.628,32.809
[O-][N+](=O)C1=CN=NC2=CC=NN12,-616.3484344,3.723091112,2.5207,1.629,109.505
NCC1=NOC=C(C1=O)[N+]([O-])=O,-658.5024774,4.130448764,4.1666,1.624,-16.435
[O-][N+](=O)C1=NN=NN1C=CC#C,-616.2753536,3.63546976,4.7264,1.561,148.82
CC(=NO)C(=O)CC1=NC(=N)N=C(O1)C(O)=O,-904.7308122,4.91033322,2.931,1.596,-123.933
CCOC1(OC(=O)C(O)C(=NO)C1O)C(O)=O,-967.9568477,6.48588486,4.7631,1.665,-305.754
O=C1C2=NON=C2ON=C1C#C,-618.9078378,4.1769806,2.5055,1.66,98.12
CC(OC1=CNC(=O)N1C=O)C1=C(O)N=NO1,-904.7288363,4.771009828,7.8373,1.644,-116.602
CC(=O)C1=NN2CC(OC(=O)NC2=N1)C(O)=O,-904.8135967,5.371841956,2.5747,1.693,-178.524
OCC1CC2=NN=C(N12)[N+]([O-])=O,-638.631615,4.897271652,7.6419,1.632,25.956
CC(=O)N1C=NC(=C1O)[N+]([O-])=O,-658.6022717,4.516581368,4.8396,1.634,-75.381
CCON=C1NC=C(O1)[N+]([O-])=O,-659.7104661,3.298590152,6.3882,1.561,-30.122
CC1=NC(=C(O1)C(N)=N)[N+]([O-])=O,-638.7159697,3.69125354,3.5841,1.542,-19.505
CN=C1N(N)OC=C1[N+]([O-])=O,-600.4976691,4.456171616,6.5412,1.647,40.256
CC1=NC(=O)C(OC(N)=N)=NC(=O)C(=N)O1,-845.564661,4.866250428,4.7544,1.618,-83.006
CC(O)C1=NON=C1[N+]([O-])=O,-620.3825967,4.74026072,2.4847,1.584,-12.589
NCC1=NON=C1[N+]([O-])=O,-561.1992915,4.297800104,4.2779,1.6,38.684
CC(=O)C(=O)OC1(C)OC(=O)N(C(N)=O)C1=O,-945.799937,4.830059,2.0838,1.645,-311.373
CC(=N)NC(=O)C1=C(O)C(=O)N=C(OC=O)O1,-924.6615562,4.668966328,2.4016,1.636,-208.6
[O-][N+](=O)C1=CON=C1OCC#C,-641.1888112,5.160407824,2.7195,1.561,23.6
[O-][N+](=O)C1=NC=CC(=O)N1N=C,-637.4521065,4.995233412,3.0464,1.576,32.266
CC#CC1=NN=NC(=N1)[N+]([O-])=O,-616.2897357,4.256438472,6.4546,1.54,137.644
CC1=NOC(=NCC2=NC(O)=C(O)O2)N1C=O,-904.7206959,3.853434676,1.4285,1.583,-113.631
CC1=C(ON=C1[N+]([O-])=O)C1=CN=NN=N1,-784.9592628,4.015887928,0.1273,1.63,126.832
[O-][N+](=O)C1=CON2N=CN=C12,-598.0851612,4.60148156,3.2732,1.748,67.178
CC(O)COC(=O)N1N=NC2=C1N=COC2=O,-904.7588881,5.208572356,4.9915,1.603,-138.57
NC1=C(N=C(CCO)O1)[N+]([O-])=O,-659.7978406,4.510050584,6.7555,1.626,-88.584
ONC1=CC(=CNC1=O)[N+]([O-])=O,-658.5515207,3.68445064,2.5831,1.683,-48.85
CC(=O)CN=C1NC(=O)OC(=NC1=N)[N+]([O-])=O,-920.6943083,4.04228318,5.9947,1.604,-62.89
CC1=C(C(O)=C(O1)C(OC(N)=O)C#N)[N+]([O-])=O,-924.5529901,3.98105708,4.6352,1.638,-146.511
CC(=O)COC1=NC(OC2=NNN=C2)=C(O)O1,-904.7069535,4.963667956,3.1118,1.605,-105.809
[O-][N+](=O)C1=C(OC(=O)N=N1)C#C,-656.0183846,3.552202264,5.0539,1.729,48.282
CC(O)(CC(=O)OC1=NON=C1)C(=O)C(O)=O,-945.6637338,4.962579492,4.179,1.616,-218.318
CC1=C(OC(C#N)C(O)=O)C(=O)N(C=O)N=N1,-903.5062717,4.316576108,2.3129,1.635,-100.811
CCC1=NNC(=N1)C(=O)NC1=C(O)OC(=O)O1,-904.8104421,3.803365332,5.5464,1.629,-171.967
OC(=O)N1C=NC=C1[N+]([O-])=O,-619.2768953,4.902441856,2.5993,1.726,-65.012
CC1=CC(=N)OC=NC(OC=O)=C(O1)[N+]([O-])=O,-924.4680732,4.314127064,4.0156,1.61,-80.362
[O-][N+](=O)C1=C(N=NNC1=O)C#C,-636.1661169,4.293446248,3.0058,1.672,83.989
ON1C=NC2=CC(=CN12)[N+]([O-])=O,-637.3948403,4.458892776,6.8088,1.742,61.234
NC1=C(ON=C1CC#N)[N+]([O-])=O,-637.4451897,4.138068012,4.0351,1.601,28.104
CC1N=COC(=O)C1OC1=NOC(=O)C(O)=N1,-924.5979291,4.78652044,2.4435,1.644,-167.367
CC1(CN1C=O)C(=NO)C(=NO)C(=NO)C(O)=O,-981.0014181,5.312520668,4.5703,1.637,-78.15
CC(O)CN=C1OC(OC=O)=NN(C=O)C1=O,-925.818249,4.88856394,5.4136,1.587,-187.61
OC(C=O)C1=NC(=CN1)[N+]([O-])=O,-658.5765749,5.066527804,5.3076,1.672,-66.173
OC1=C(NC(=N1)[N+]([O-])=O)C1CN1,-638.6826673,3.834658672,6.6137,1.626,-5.889
OCC1=NC(C=O)=C(N1)[N+]([O-])=O,-658.5701837,4.212627796,7.9541,1.702,-63.873
[O-][N+](=O)C1=CN=CN1N=CC=O,-637.4340048,4.36201948,2.7564,1.576,41.419
CC1=C(N)N=C(OC(=N)OC(=O)N1)[N+]([O-])=O,-882.5779363,3.04905978,7.5454,1.68,-64.96
CC(=O)C(O)C(=N)NC1=NOC(=O)N1C(N)=N,-902.1641137,5.563139504,3.856,1.584,-110.665
NCCC1=NOC(=C1O)[N+]([O-])=O,-659.742184,4.509506352,10.0059,1.643,-50.4
[O-][N+](=O)C1=NC(=N)NC=C1,-524.1710248,3.433015456,5.4484,1.606,31.578
[O-][N+](=O)C1=NC=CC=C1OC=O,-641.3284651,5.20693966,6.0822,1.612,-57.037
CC(=O)C(NC=O)C1=NOC(=O)N=C(O)C1=O,-924.5822503,4.207185476,3.5427,1.652,-159.023
[O-][N+](=O)C1=NON=C1N1CCC1,-638.5924392,3.76744602,4.8773,1.524,59.595
CC(C=O)(C(CO)N1N=NN=N1)C(=O)C(O)=O,-921.9421006,4.736995328,2.9321,1.588,-96.696
CN=C1N(O)N=CC=C1[N+]([O-])=O,-638.5965039,3.30076708,5.6455,1.601,54.841
CC1(CC(=O)C(=N)O1)C(=O)N1C(=O)ON=C1O,-924.6139868,5.057820092,4.7289,1.694,-178.263
[O-][N+](=O)C1=C2C=CC(=N)N2N=N1,-616.3567217,4.145415144,4.874,1.624,101.422
CN(C=O)C1=NNC=C1[N+]([O-])=O,-638.7065835,4.431681176,5.8955,1.638,-16.794
NC1=NC2=C(O1)C(=CO2)[N+]([O-])=O,-657.3306472,3.612612016,4.5332,1.777,-28.622
OCCN1C=NC(O)=C1[N+]([O-])=O,-659.7861982,4.545153548,4.5063,1.625,-79.634
CCN1C(=N)OC(O)=C1[N+]([O-])=O,-659.7869317,3.477098248,1.8305,1.555,-73.191
NCC1=C(N)OC(=C1O)[N+]([O-])=O,-659.777499,4.439028308,10.7657,1.717,-78.381
CC1(OC(=O)OC(CO)=NC2=C1ON=N2)C#N,-903.4662366,5.297282172,2.6496,1.622,-75.003
CC12OC(=O)OC1(C(O)=O)C(=O)OCC(=N)O2,-965.6006515,6.848343372,4.6884,1.759,-312.488
CC1=C(N=CN1O)[N+]([O-])=O,-545.2021996,5.158775128,7.1388,1.678,-2.575
CNN1N=C(C=C1O)[N+]([O-])=O,-600.5593841,4.662163428,6.8234,1.617,2.222
CC(=O)C(=O)N1C(=N)OC(=O)C(OC=O)=C1O,-944.5179817,4.570732452,3.721,1.687,-246.038
NC1=C(N(C=O)C=N1)[N+]([O-])=O,-599.4180333,4.044187992,3.4204,1.666,-24.869
CC1=C(NC=O)C(=O)N=C(N1)OC(=O)C(N)=O,-904.8321418,3.565808064,11.0818,1.682,-191.597
CC(O)C(C=O)(C=O)C1=NN2N=C(O)N=C2O1,-904.688804,4.799309892,2.3164,1.624,-97.485
[O-][N+](=O)C1=NN(C=C1)C(=N)C#N,-616.3732723,5.148706836,2.2693,1.562,88.966
CC1(O)C2=C(N=NO2)C2=NON=C2C1=O,-788.8843651,4.561752624,2.7915,1.663,7.358
[O-][N+](=O)C1=NC(=O)C=CN1C=N,-637.4791112,4.216709536,6.054,1.67,8.573
CC1=NN=NC(O)=C1[N+]([O-])=O,-599.3438607,4.320113616,0.3272,1.627,23.291
CC=CC1=C(ON=N1)[N+]([O-])=O,-583.2787359,3.830304816,4.2293,1.469,32.8
[O-][N+](=O)C1=C2CC=CN2C(=O)O1,-641.3143391,4.00146578,6.6626,1.642,-51.149
CC1=NN(N)C(O)=C1[N+]([O-])=O,-600.5749093,5.203130036,6.8086,1.681,-9.309
CC1=C(O)N=NN1C1=NOC(=N)C(=N1)C(O)=O,-899.6392601,3.235187124,1.8872,1.672,-15.815
ON1N(C=C)C(=CC1=N)[N+]([O-])=O,-638.5767683,2.93749222,2.1895,1.546,71.198
CC1=NC(=NC(=O)O1)[N+]([O-])=O,-619.2695407,5.11033848,5.4716,1.675,-62.835
NCC1=C(C(=N)N=CO1)[N+]([O-])=O,-638.6762262,4.640394148,5.0349,1.569,3.056
CC(O)(CN1N=NOC1=O)C(O)C(=NO)C#N,-921.8955147,5.815663152,4.9174,1.616,-74.603
O=CC#CC1=NC2=C(O1)N=NO2,-618.9604687,3.8912588,1.5118,1.634,63.499
CC1=C(N)C(=O)C(=COC=NC(=O)O1)[N+]([O-])=O,-924.488286,3.007426032,1.7339,1.645,-96.852
CC(=O)NC1=NC(=O)C(=O)OC2=CN=NN12,-844.3553255,4.954416012,1.1997,1.652,-64.96
ON1N=C(C=C)C(=N1)[N+]([O-])=O,-599.2899144,4.4763082,5.4274,1.657,55.487
CC1=C(O)NC(OC2=C(C(O)=O)C(O)=NN2)=N1,-904.7854666,5.335922644,4.8678,1.696,-157.511
ON=CC1=NNC(=C1)[N+]([O-])=O,-599.3308986,3.99602346,2.1583,1.606,31.083
OC1=C(NC=N)C(=CO1)[N+]([O-])=O,-658.5727343,2.962254776,3.3187,1.676,-58.109
CC1=NC(O)=C(N1C=O)[N+]([O-])=O,-658.5921742,4.420796536,4.2764,1.654,-70.68
NC(=O)CN1N=CC=C1[N+]([O-])=O,-638.7154619,4.599576748,3.3598,1.595,-22.198
CCN(C)C1=C(C(O)=NOC(=O)C1=O)[N+]([O-])=O,-925.6680041,4.12799972,3.7288,1.582,-92.31
CN1NC(=C2CON=C12)[N+]([O-])=O,-638.5915704,2.60142896,2.4335,1.571,55.637
CC(=O)C1=NNC(=NC1=N)C1=NC(=O)ON=N1,-878.5456608,2.46537096,2.046,1.664,54.259
CC(O)(C(O)C1=NC=NC(=O)C(=O)O1)C(N)=O,-925.8550572,4.653727832,6.4157,1.628,-215.265
CCN1C(=O)NN=C1OC(=O)C1=NNC(O)=N1,-900.9685496,4.277119288,6.7684,1.696,-108.558
CC1=C(OC(O)=N1)N=COC(=O)C1=NOC=N1,-903.5282712,3.584584068,0.4498,1.645,-111.209
CC1=CN=C(O)C=C(NC(=O)OC1=N)[N+]([O-])=O,-904.6511907,3.110830112,4.2466,1.6,-61.811
CN1C(O)=CC(=O)N=C1[N+]([O-])=O,-658.5718,4.141333404,7.9136,1.741,-64.913
CC(=O)N1C(C2=NON=N2)C(=O)C(C)(O)C1=O,-904.7099768,5.10489616,3.5275,1.575,-109.958
COC1=CC(=NN1)[N+]([O-])=O,-545.2258231,4.74570304,7.0213,1.613,-15.225
CC1=NOC(C(O)=O)=C1N(C=O)C1=NC=NO1,-903.5120667,5.138638544,1.5067,1.636,-98.227
NC1=NC(C#C)=C(O1)[N+]([O-])=O,-582.0766454,4.089631364,5.3641,1.673,25.848
ON1OC(=C(C=C)C1=N)[N+]([O-])=O,-658.4261829,3.494241556,4.4184,1.577,37.505
CC(OC=O)C(=O)NC1=NC(=N)N=NN1C=O,-900.9166163,4.66406824,1.7029,1.574,-71.765
CC1=NC(=O)NC(N)=C1[N+]([O-])=O,-638.7591184,4.599848864,4.953,1.719,-51.613
COCC1=C(N=NO1)[N+]([O-])=O,-620.3883038,4.97564106,4.6307,1.561,-17.239
CC1=NC(=NC2=NC=NO2)C(O)=C(O)OC1=O,-903.5055415,3.440634704,2.9874,1.668,-93.245
[O-][N+](=O)C1=COC(=N1)C1CN1,-583.3073884,4.496989016,4.1389,1.545,6.537
[O-][N+](=O)C1=C(NC(=O)O1)C=C,-603.2185198,3.842550036,6.3686,1.643,-64.757
CC(=NO)C1(OC(=N)OC1C(O)=O)C(O)C=O,-946.8715282,5.917706652,4.6776,1.644,-236.71
CC1=NOC(O)=C1OC(=O)C(OC(N)=N)C=O,-925.8081232,5.111426944,5.792,1.64,-183.836
CC1=C(C(=O)N(N)C=N1)[N+]([O-])=O,-638.7031093,4.720668368,4.6833,1.593,-12.219
ON1C(=O)NC=C1[N+]([O-])=O,-581.1073377,3.853978908,4.6997,1.79,-36.161
ON1N=C(C=C1C=O)[N+]([O-])=O,-619.1800293,5.250750336,4.41,1.699,-5.213
CC(=NO)C1(OC=N)OC(=O)CC(=O)NC1=O,-925.8109526,5.71307542,4.656,1.634,-185.825
[O-][N+](=O)C1=NN2N=CCC2=N1,-578.2592389,5.335106296,8.1594,1.706,83.961
OC1=C(NC=O)NC(=C1)[N+]([O-])=O,-658.5945169,3.804453796,7.5414,1.745,-78.577
CC(O)C1=NC(=O)N(C(=O)C=O)C(=N1)C(N)=O,-904.8027464,4.400659952,6.5462,1.625,-170.862
CC(=NO)N1C=NC=C1[N+]([O-])=O,-638.6566088,4.71713086,3.9699,1.563,19.28
OC1=C2NCC2=C(O1)[N+]([O-])=O,-603.1208359,3.880102044,4.8966,1.741,-11.199
CC(C=O)C1=NNC(=N1)[N+]([O-])=O,-638.6965306,3.860237576,2.5923,1.531,-8.911
CC1=NC=NC(=O)OC2=C1N=C(C2=O)[N+]([O-])=O,-902.2098846,3.141851336,7.3754,1.65,-34.368
CC(=O)NC1=C(O)C(=NO)C(=O)ON=C1N,-866.5765435,4.00554752,7.4516,1.685,-100.482
OC1=C(C(=NN1)C1CN1)[N+]([O-])=O,-638.6744358,4.201198924,4.0735,1.639,2.656
CC(OC(N)=O)=NC1=C(C#N)C(=NO1)[N+]([O-])=O,-919.4705115,4.388958964,8.2396,1.674,-44.9
CC1=CC(=NC(O1)=NO)[N+]([O-])=O,-658.5058361,2.78782842,5.3289,1.605,-16.283
NC1=C(O)OC(=C1N)[N+]([O-])=O,-620.4665458,4.43140906,6.5294,1.796,-76.278
CC1=C(O)NC(=NC1=N)[N+]([O-])=O,-638.7121277,3.041440532,4.9257,1.615,-18.893
COC1=CC(=O)NN=C1[N+]([O-])=O,-658.5524853,4.534268908,3.3878,1.622,-46.519
CC1=NC(=O)C(=O)OC=C2N(N=NC2=O)C1=N,-882.3819265,3.81506632,3.1607,1.631,-5.469
NC1=NC(O)=C(N1C=C)[N+]([O-])=O,-638.6965183,4.327460748,7.0843,1.708,-12.529
NC1=NC=C(C(=O)O1)[N+]([O-])=O,-619.2863746,4.723389528,8.1621,1.822,-77.441
CC1=NC(=O)C(=NO)C(C(N)=O)=C(O1)[N+]([O-])=O,-940.5122405,4.501342872,5.894,1.724,-82.254
CC(N)C1=C2N=NOC2=NC=C(O)OC(=O)O1,-904.6584813,3.118993592,5.036,1.611,-73.918
CC(=C)C1=NOC(=N1)[N+]([O-])=O,-583.2953134,4.146503608,3.8626,1.477,21.807
CCNC(=O)N1N=NC(=C1NC(C)=O)[N+]([O-])=O,-902.0813579,5.04639122,8.7601,1.535,-60.648
CC1=NOC2=C1C(=O)NC(=N)OC(O2)C(O)=O,-924.6203462,5.866004612,3.021,1.707,-180.872
NCC1=NC(=N)C(=CO1)[N+]([O-])=O,-638.6816458,4.737267444,5.0032,1.567,-0.1
OC1=C(N2OC=CC2=C1)[N+]([O-])=O,-641.2515999,4.212627796,6.1802,1.714,-10.92
CC1=C(O)C(=N)N=C(O1)[N+]([O-])=O,-658.560088,3.493425208,3.0092,1.594,-49.894
CCOC1=C(O)N=C(N1)[N+]([O-])=O,-659.7848982,3.651524604,6.5721,1.593,-77.392
CC(=O)N1N=CC=C1[N+]([O-])=O,-583.3419282,4.98108338,4.5951,1.522,-9.497
NN1C2=C(OC=C2)N=C1[N+]([O-])=O,-637.4369834,3.895068424,5.6659,1.699,37.739
CC1(OC(C(O)C(=NO)C(O)=O)C1O)C(O)=O,-967.9486018,4.333991532,6.7434,1.72,-303.513
CC1=CN(OC=O)N=C1[N+]([O-])=O,-658.511216,5.33211302,6.2121,1.618,-20.881
CC(=O)C1=C(NN=N1)OC(=O)NC(=N)C(N)=O,-900.9778371,4.854821556,4.4994,1.623,-113.533
CC(=O)C(=O)NC(=O)NCC1=NON=N1,-807.457516,4.7892416,3.7262,1.549,-86.205
CC1=C(NC(=O)NC(=O)C1=N)OC(=O)C(O)=O,-924.6810971,4.245281716,3.4683,1.657,-218.536
CC1(C)OC(=O)NC1C1=C(OC(=N)O1)[N+]([O-])=O,-925.758107,4.027861032,1.8795,1.624,-154.296
CC1=CC(NO)=NC(=N1)[N+]([O-])=O,-638.6775035,4.888291824,7.0973,1.61,0.039
CC1(OC=O)C(CO)OC(=N)OC1OC(N)=O,-948.1574129,6.831200064,5.2491,1.598,-300.712
CC(=O)C1C(=O)COC(=O)C(O)C1(O)C(O)=O,-950.769495,5.547901008,2.0589,1.636,-336.433
CCC1=NC(=O)NN=C1[N+]([O-])=O,-638.698895,4.531819864,0.43,1.564,-9.258
CC(=O)N1C=CN=C(O)OC(=NC1=N)C(O)=O,-904.7405189,4.37970702,2.7404,1.643,-126.048
CC(O)CNC(=O)NC=NC1=NC(=O)ON=N1,-902.1224103,4.1701777,11.2083,1.577,-94.084
[O-][N+](=O)C1=CN(C=O)C=NC1=N,-637.4853272,4.474403388,6.4125,1.673,5.605
CC1=C(NC(=C1C1=NNC=N1)[N+]([O-])=O)[N+]([O-])=O,-899.5565391,4.033031236,5.8282,1.674,38.245
CCOC1=C(NC(=N)O1)[N+]([O-])=O,-659.7687353,3.758194076,5.7358,1.545,-65.798
ON1C=CC(=O)C(=C1)[N+]([O-])=O,-603.1573072,4.291541436,8.5658,1.786,-31.133
NC(=O)NC1=CNC(=C1)[N+]([O-])=O,-638.7478885,3.975070528,8.4017,1.672,-47.25
CC(O)C(=O)NC(=O)CC(=O)N1N=COC1=O,-925.8904505,5.879882528,3.907,1.61,-236.877
CN1C=C(C(=N1)C(N)=O)[N+]([O-])=O,-638.720465,4.841759988,8.3593,1.622,-27.104
CN1C(=O)OC(C)=C1[N+]([O-])=O,-604.4534767,3.86540778,1.1366,1.53,-90.713
CC(O)C(=O)OC1C2COC1(OC2=O)C(O)=O,-950.7768292,6.714190184,3.8938,1.653,-347.449
[O-][N+](=O)C1=NON=C1CCC=O,-658.4865088,4.650734556,5.4053,1.57,-3.484
CN1OC(C=O)=C(C1=N)[N+]([O-])=O,-658.4956811,3.098584892,2.3493,1.585,-7.938
CC(=O)N1C=C2NN=C(C(=N)N2C1=O)[N+]([O-])=O,-899.6315718,3.707852616,5.6853,1.714,-10.606
CC(=O)OC1=C(O)NC(=O)N=C(C(O)=O)C1=N,-924.6500651,3.589754272,3.6458,1.682,-201.59
CC(N=C1ON=NO1)C1=NC(=N)ON=CC1=O,-899.5213675,4.090991944,2.1964,1.59,61.842
CC1=C(NC(=O)N1)[N+]([O-])=O,-545.2915659,3.852346212,4.1642,1.618,-56.903
NCC1=C(C=NOC1=O)[N+]([O-])=O,-658.5153948,3.593019664,2.4187,1.615,-22.996
CC1=C(OC(C(O)=O)=C1N=C(N)C=O)[N+]([O-])=O,-924.5576352,3.926905996,3.2157,1.638,-141.136
[O-][N+](=O)C1=NC=C(O1)C=CC=O,-641.2898661,3.855067372,2.3657,1.555,-32.599
CC(=O)C(OC1=CC(=N)ON=N1)C(=O)NC=O,-904.7020263,3.973437832,2.6134,1.552,-103.795
CC(N)C(=O)OC1OC(=O)OC1OC(N)=O,-908.8957556,6.552281164,4.464,1.616,-331.298
NC1=CC2=C(N1)ON=C2[N+]([O-])=O,-637.4324152,3.547576292,8.0033,1.747,36.546
CN1N=NC(=O)C(=C1C)[N+]([O-])=O,-638.6535477,4.190858516,8.7207,1.589,17.938
CC(=O)C1=COC(=N1)[N+]([O-])=O,-603.2073404,4.34297136,2.1116,1.578,-56.148
CC1(OC(N)=O)OC(=O)C(C1O)C(O)=O,-853.5473495,7.143317116,3.5731,1.673,-338.761
NN1C=C(CO)C(O)=C1[N+]([O-])=O,-659.75386,4.22596148,2.402,1.597,-56.48
NC(=O)C1=CN=NC(=C1)[N+]([O-])=O,-637.4875221,4.236574004,5.5713,1.652,4.348
